Player,Team,Season,Off Poss,Misses,Team REB% off Own Misses,Team REB% off Teammate Misses,Team PPP on Own Misses,TeamPPP on Teammate Misses,PPP Gap,Reb% Gap,POE by Second Chance Effeciency,POE by Rebound%,POE by Both,POE by SC Eff Per 100,POE by Reb% Per 100,POE by Both per 100
Doug McDermott,San Antonio Spurs,2024,1439,120,0.217,0.252,1.304,1.168,0.136,-3.50%,3.535,-5.48,-1.374,0.246,-0.381,-0.095
Draymond Green,Golden State Warriors,2024,3102,187,0.251,0.298,1.366,1.253,0.113,-4.70%,5.29,-12.034,-5.752,0.171,-0.388,-0.185
Drew Eubanks,Phoenix Suns,2024,2317,101,0.366,0.276,1.467,1.174,0.293,9.00%,10.821,13.402,21.551,0.467,0.578,0.93
Drew Peterson,Boston Celtics,2024,47,2,0.5,0.268,2,1.306,0.694,23.20%,0.694,0.926,1.299,1.476,1.971,2.763
Dru Smith,Miami Heat,2024,262,18,0.278,0.25,1.75,1.147,0.603,2.80%,3.016,0.879,3.592,1.151,0.336,1.371
Duncan Robinson,Miami Heat,2024,3764,371,0.243,0.251,1.103,1.147,-0.044,-0.80%,-3.978,-3.364,-7.477,-0.106,-0.089,-0.199
Duop Reath,Portland Trail Blazers,2024,2400,269,0.335,0.294,1.135,1.2,-0.065,4.10%,-5.821,12.455,7.344,-0.243,0.519,0.306
Dwight Powell,Dallas Mavericks,2024,1718,34,0.206,0.241,1.5,1.282,0.218,-3.50%,1.523,-1.808,-0.023,0.089,-0.105,-0.001
Dylan Windler,Atlanta Hawks,2024,148,9,0.333,0.292,0,1.218,-1.218,4.10%,-3.655,0,-3.198,-2.47,0,-2.161
Austin Reaves,Los Angeles Lakers,2024,5406,483,0.238,0.222,1.208,1.177,0.031,1.60%,3.625,9.639,13.012,0.067,0.178,0.241
Dylan Windler,New York Knicks,2024,14,1,1,0.324,3,1.213,1.787,67.60%,1.787,2.029,2.607,12.763,14.492,18.623
Dyson Daniels,New Orleans Pelicans,2024,2702,172,0.267,0.269,1.068,1.296,-0.228,-0.20%,-10.483,-0.29,-10.836,-0.388,-0.011,-0.401
E.J. Liddell,New Orleans Pelicans,2024,48,5,0.4,0.269,1,1.296,-0.296,13.10%,-0.592,0.656,0.258,-1.234,1.367,0.538
Emoni Bates,Cleveland Cavaliers,2024,260,34,0.265,0.26,1.25,1.263,-0.013,0.50%,-0.114,0.213,0.101,-0.044,0.082,0.039
Eric Gordon,Phoenix Suns,2024,3815,344,0.265,0.28,1.321,1.174,0.147,-1.50%,13.396,-6.979,7.194,0.351,-0.183,0.189
Eugene Omoruyi,Washington Wizards,2024,841,86,0.244,0.226,1.438,1.168,0.27,1.80%,5.669,2.21,7.464,0.674,0.263,0.887
Evan Fournier,New York Knicks,2024,76,16,0.25,0.324,1.5,1.213,0.287,-7.40%,1.147,-1.781,-0.293,1.51,-2.343,-0.386
Evan Fournier,Detroit Pistons,2024,1091,126,0.151,0.262,1.474,1.192,0.282,-11.10%,5.352,-20.732,-11.417,0.491,-1.9,-1.046
Evan Mobley,Cleveland Cavaliers,2024,3087,232,0.237,0.261,1.388,1.263,0.125,-2.40%,6.88,-7.783,-0.201,0.223,-0.252,-0.007
Franz Wagner,Orlando Magic,2024,4655,568,0.313,0.275,1.266,1.264,0.002,3.80%,0.339,27.466,27.764,0.007,0.59,0.596
Fred VanVleet,Houston Rockets,2024,5403,595,0.276,0.277,1.289,1.242,0.047,-0.10%,7.626,-0.693,6.959,0.141,-0.013,0.129
Furkan Korkmaz,Philadelphia 76ers,2024,622,46,0.348,0.27,1.25,1.291,-0.041,7.80%,-0.65,4.473,3.969,-0.104,0.719,0.638
GG Jackson,Memphis Grizzlies,2024,2489,322,0.227,0.273,0.914,1.126,-0.212,-4.60%,-15.458,-13.754,-32.399,-0.621,-0.553,-1.302
Rui Hachimura,Los Angeles Lakers,2024,3745,313,0.233,0.223,1.233,1.177,0.056,1.00%,4.126,3.987,7.93,0.11,0.106,0.212
Garrett Temple,Toronto Raptors,2024,591,49,0.224,0.269,1.333,1.24,0.093,-4.50%,1.028,-2.887,-1.657,0.174,-0.489,-0.28
Garrison Mathews,Atlanta Hawks,2024,2011,123,0.228,0.294,1.208,1.218,-0.01,-6.60%,-0.281,-9.824,-10.187,-0.014,-0.489,-0.507
Gary Harris,Orlando Magic,2024,2569,166,0.265,0.282,1.244,1.264,-0.02,-1.70%,-0.881,-3.476,-4.413,-0.034,-0.135,-0.172
Gary Payton II,Golden State Warriors,2024,1388,80,0.3,0.296,1.333,1.253,0.08,0.40%,1.921,0.412,2.308,0.138,0.03,0.166
Gary Trent Jr.,Toronto Raptors,2024,4027,486,0.272,0.268,1.42,1.24,0.18,0.40%,23.725,2.745,26.122,0.589,0.068,0.649
Georges Niang,Cleveland Cavaliers,2024,3620,348,0.253,0.26,1.338,1.263,0.075,-0.70%,6.6,-3.524,3.273,0.182,-0.097,0.09
Giannis Antetokounmpo,Milwaukee Bucks,2024,5284,532,0.254,0.235,1.279,1.281,-0.002,1.90%,-0.362,12.8,12.465,-0.007,0.242,0.236
Goga Bitadze,Orlando Magic,2024,1894,83,0.265,0.282,1.5,1.264,0.236,-1.70%,5.194,-2.047,3.469,0.274,-0.108,0.183
Gordon Hayward,Oklahoma City Thunder,2024,904,58,0.345,0.236,1.588,1.204,0.384,10.90%,7.693,10.042,15.303,0.851,1.111,1.693
Gordon Hayward,Charlotte Hornets,2024,1621,158,0.247,0.232,1.469,1.218,0.251,1.50%,9.77,3.443,12.626,0.603,0.212,0.779
Gradey Dick,Toronto Raptors,2024,2590,256,0.23,0.271,1.25,1.24,0.01,-4.10%,0.595,-12.898,-12.199,0.023,-0.498,-0.471
Grant Williams,Dallas Mavericks,2024,2519,186,0.22,0.242,1.256,1.282,-0.026,-2.20%,-1.064,-5.06,-6.229,-0.042,-0.201,-0.247
Grant Williams,Charlotte Hornets,2024,1735,143,0.231,0.233,0.862,1.218,-0.356,-0.20%,-11.753,-0.235,-12.086,-0.677,-0.014,-0.697
Grayson Allen,Phoenix Suns,2024,5097,342,0.275,0.279,1.04,1.174,-0.134,-0.40%,-12.616,-1.4,-14.197,-0.248,-0.027,-0.279
Gui Santos,Golden State Warriors,2024,391,27,0.407,0.295,1.5,1.253,0.247,11.20%,2.714,4.535,6.502,0.694,1.16,1.663
Harrison Barnes,Sacramento Kings,2024,4848,385,0.278,0.27,1.333,1.277,0.056,0.80%,6.081,4.153,10.057,0.125,0.086,0.207
Harry Giles III,Brooklyn Nets,2024,170,22,0.455,0.27,1.143,1.219,-0.076,18.50%,-0.763,4.639,4.185,-0.449,2.729,2.462
Haywood Highsmith,Miami Heat,2024,2674,176,0.244,0.25,1.179,1.147,0.032,-0.60%,1.407,-1.237,0.204,0.053,-0.046,0.008
Henri Drell,Chicago Bulls,2024,63,6,0.667,0.277,2,1.228,0.772,39.00%,3.086,4.67,5.955,4.899,7.413,9.452
Herbert Jones,New Orleans Pelicans,2024,4624,295,0.295,0.267,1.269,1.296,-0.027,2.80%,-2.336,10.57,8.457,-0.051,0.229,0.183
Hunter Tyson,Denver Nuggets,2024,104,12,0.083,0.284,0,1.252,-1.252,-20.10%,-1.252,0,-4.26,-1.204,0,-4.096
Immanuel Quickley,New York Knicks,2024,1431,183,0.295,0.325,1.163,1.213,-0.05,-3.00%,-2.694,-6.438,-9.408,-0.188,-0.45,-0.657
Immanuel Quickley,Toronto Raptors,2024,2591,323,0.22,0.272,1.108,1.24,-0.132,-5.20%,-9.387,-18.849,-30.487,-0.362,-0.727,-1.177
Isaac Okoro,Cleveland Cavaliers,2024,3708,245,0.318,0.256,1.033,1.263,-0.23,6.20%,-17.93,15.881,1.485,-0.484,0.428,0.04
Isaiah Hartenstein,New York Knicks,2024,3754,130,0.277,0.326,1.424,1.213,0.211,-4.90%,7.599,-8.999,-0.066,0.202,-0.24,-0.002
Isaiah Jackson,Indiana Pacers,2024,1599,78,0.321,0.263,1.211,1.317,-0.106,5.80%,-2.651,5.409,3.231,-0.166,0.338,0.202
Isaiah Joe,Oklahoma City Thunder,2024,3003,263,0.224,0.239,1.167,1.204,-0.037,-1.50%,-2.177,-4.364,-6.679,-0.072,-0.145,-0.222
Isaiah Livers,Detroit Pistons,2024,966,76,0.276,0.258,0.944,1.192,-0.248,1.80%,-5.199,1.281,-3.582,-0.538,0.133,-0.371
Isaiah Mobley,Cleveland Cavaliers,2024,138,14,0.214,0.26,0,1.263,-1.263,-4.60%,-3.788,0,-4.594,-2.745,0,-3.329
Isaiah Stewart,Detroit Pistons,2024,2899,196,0.25,0.259,1.238,1.192,0.046,-0.90%,2.259,-2.254,0.088,0.078,-0.078,0.003
Isaiah Thomas,Phoenix Suns,2024,36,7,0.143,0.279,3,1.174,1.826,-13.60%,1.826,-2.852,0.709,5.072,-7.923,1.971
Ish Smith,Charlotte Hornets,2024,1499,92,0.217,0.233,1.294,1.218,0.076,-1.60%,1.518,-1.856,-0.229,0.101,-0.124,-0.015
Ish Wainright,Phoenix Suns,2024,33,5,0.6,0.278,1.5,1.174,0.326,32.20%,0.977,2.415,2.868,2.962,7.319,8.691
Ish Wainright,Portland Trail Blazers,2024,97,12,0.167,0.297,0,1.2,-1.2,-13.00%,-2.4,0,-4.273,-2.474,0,-4.406
Ivica Zubac,LA Clippers,2024,3527,182,0.346,0.26,1.34,1.218,0.122,8.60%,7.658,20.99,26.743,0.217,0.595,0.758
Izaiah Brockington,New Orleans Pelicans,2024,8,3,1,0.268,1.5,1.296,0.204,73.20%,0.612,3.292,3.457,7.647,41.155,43.207
JD Davison,Boston Celtics,2024,82,7,0.286,0.268,2,1.306,0.694,1.80%,1.387,0.241,1.545,1.692,0.294,1.884
JT Thor,Charlotte Hornets,2024,1564,103,0.32,0.23,0.652,1.218,-0.566,9.00%,-18.68,6.059,-7.363,-1.194,0.387,-0.471
Ja Morant,Memphis Grizzlies,2024,650,90,0.267,0.27,1.417,1.126,0.291,-0.30%,6.987,-0.404,6.666,1.075,-0.062,1.026
JaVale McGee,Sacramento Kings,2024,700,53,0.321,0.27,1.077,1.277,-0.2,5.10%,-3.393,2.9,0.045,-0.485,0.414,0.006
Jabari Smith Jr.,Houston Rockets,2024,4854,455,0.213,0.284,1.275,1.242,0.033,-7.10%,3.179,-41.334,-37.093,0.065,-0.852,-0.764
Jabari Walker,Portland Trail Blazers,2024,3384,275,0.367,0.291,1.094,1.2,-0.106,7.60%,-10.675,22.833,14.364,-0.315,0.675,0.424
Jack White,Memphis Grizzlies,2024,130,14,0.286,0.27,0.667,1.126,-0.459,1.60%,-1.835,0.149,-1.583,-1.412,0.115,-1.218
Jacob Gilyard,Brooklyn Nets,2024,87,6,0.167,0.271,3,1.219,1.781,-10.40%,1.781,-1.882,1.016,2.047,-2.164,1.168
Jacob Gilyard,Memphis Grizzlies,2024,1282,84,0.179,0.272,1.273,1.126,0.147,-9.30%,2.208,-9.954,-6.595,0.172,-0.776,-0.514
Jacob Toppin,New York Knicks,2024,73,4,0.5,0.324,0,1.213,-1.213,17.60%,-2.426,0,-1.571,-3.324,0,-2.152
Jaden Hardy,Dallas Mavericks,2024,2043,284,0.232,0.242,1.069,1.282,-0.213,-1.00%,-14.085,-2.831,-17.481,-0.689,-0.139,-0.856
Jaden Ivey,Detroit Pistons,2024,4557,556,0.27,0.257,1.353,1.192,0.161,1.30%,24.078,9.623,32.558,0.528,0.211,0.714
Jaden McDaniels,Minnesota Timberwolves,2024,4133,321,0.255,0.258,1.066,1.287,-0.221,-0.30%,-18.162,-0.803,-19.131,-0.439,-0.019,-0.463
Jaden Springer,Boston Celtics,2024,257,17,0.353,0.268,0.833,1.306,-0.473,8.50%,-2.838,1.201,-0.955,-1.104,0.467,-0.372
Jaden Springer,Philadelphia 76ers,2024,755,72,0.361,0.269,1.238,1.291,-0.053,9.20%,-1.365,8.188,7.17,-0.181,1.084,0.95
Jae Crowder,Milwaukee Bucks,2024,2360,156,0.244,0.237,1.629,1.281,0.348,0.70%,13.194,1.579,14.436,0.559,0.067,0.612
Jae'Sean Tate,Houston Rockets,2024,2098,121,0.24,0.278,1.375,1.242,0.133,-3.80%,3.85,-6.3,-1.841,0.184,-0.3,-0.088
Jahmi'us Ramsey,Toronto Raptors,2024,248,23,0.217,0.268,1.333,1.24,0.093,-5.10%,0.467,-1.565,-0.988,0.188,-0.631,-0.398
Jaime Jaquez Jr.,Miami Heat,2024,4161,356,0.298,0.245,1.117,1.147,-0.03,5.30%,-3.153,20.978,18.383,-0.076,0.504,0.442
Jake LaRavia,Memphis Grizzlies,2024,1612,185,0.341,0.266,1.212,1.126,0.086,7.50%,5.418,16.615,20.854,0.336,1.031,1.294
Jakob Pöltl,Toronto Raptors,2024,2673,130,0.308,0.267,1.353,1.24,0.113,4.10%,4.521,7.2,11.12,0.169,0.269,0.416
Jalen Brunson,New York Knicks,2024,5356,858,0.317,0.326,1.225,1.213,0.012,-0.90%,3.131,-9.282,-6.065,0.058,-0.173,-0.113
Jalen Duren,Detroit Pistons,2024,3636,215,0.274,0.258,1,1.192,-0.192,1.60%,-11.328,3.55,-7.096,-0.312,0.098,-0.195
Jalen Green,Houston Rockets,2024,5257,769,0.254,0.282,1.189,1.242,-0.053,-2.80%,-10.442,-25.778,-37.381,-0.199,-0.49,-0.711
Colin Castleton,Los Angeles Lakers,2024,120,7,0.143,0.224,2,1.177,0.823,-8.10%,0.823,-1.135,0.155,0.686,-0.946,0.129
Jalen Johnson,Atlanta Hawks,2024,3912,343,0.271,0.294,1.192,1.218,-0.026,-2.30%,-2.425,-9.204,-11.83,-0.062,-0.235,-0.302
Jalen McDaniels,Toronto Raptors,2024,1090,124,0.298,0.267,1.226,1.24,-0.014,3.10%,-0.522,4.752,4.284,-0.048,0.436,0.393
Jalen Pickett,Denver Nuggets,2024,242,20,0.25,0.283,0.75,1.252,-0.502,-3.30%,-2.51,-0.496,-3.339,-1.037,-0.205,-1.38
Jalen Smith,Indiana Pacers,2024,2162,161,0.143,0.27,1.632,1.317,0.315,-12.70%,7.245,-33.368,-19.681,0.335,-1.543,-0.91
Jalen Suggs,Orlando Magic,2024,4084,378,0.262,0.283,1.395,1.264,0.131,-2.10%,12.983,-11.311,2.736,0.318,-0.277,0.067
Jalen Williams,Oklahoma City Thunder,2024,4598,457,0.23,0.239,1.237,1.204,0.033,-0.90%,3.465,-5.02,-1.422,0.075,-0.109,-0.031
Jalen Wilson,Brooklyn Nets,2024,1274,103,0.291,0.271,1.458,1.219,0.239,2.00%,7.176,3.112,9.778,0.563,0.244,0.768
Jamal Cain,Miami Heat,2024,522,45,0.289,0.25,1.167,1.147,0.02,3.90%,0.259,2.066,2.29,0.05,0.396,0.439
Jamal Murray,Denver Nuggets,2024,3648,512,0.281,0.283,1.429,1.252,0.177,-0.20%,25.424,-1.412,24.187,0.697,-0.039,0.663
Jamaree Bouyea,Portland Trail Blazers,2024,118,16,0.438,0.296,0.857,1.2,-0.343,14.20%,-2.399,1.942,0.32,-2.033,1.646,0.271
James Bouknight,Charlotte Hornets,2024,161,23,0.348,0.232,1.125,1.218,-0.093,11.60%,-0.746,2.999,2.502,-0.463,1.863,1.554
James Harden,LA Clippers,2024,4855,470,0.319,0.256,1.085,1.218,-0.133,6.30%,-20.019,32.069,15.996,-0.412,0.661,0.329
James Johnson,Indiana Pacers,2024,99,7,0.143,0.265,3,1.317,1.683,-12.20%,1.683,-2.558,0.561,1.7,-2.584,0.567
James Wiseman,Detroit Pistons,2024,2223,118,0.229,0.26,1.286,1.192,0.094,-3.10%,2.53,-4.695,-1.823,0.114,-0.211,-0.082
Jarace Walker,Indiana Pacers,2024,704,65,0.354,0.263,1.056,1.317,-0.261,9.10%,-6.003,6.244,1.784,-0.853,0.887,0.253
Jared Butler,Washington Wizards,2024,1173,103,0.204,0.227,1.556,1.168,0.388,-2.30%,8.148,-3.753,5.331,0.695,-0.32,0.455
Jared Rhoden,Detroit Pistons,2024,482,33,0.273,0.259,0.556,1.192,-0.636,1.40%,-5.728,0.257,-5.176,-1.188,0.053,-1.074
Jaren Jackson Jr.,Memphis Grizzlies,2024,4302,646,0.248,0.274,1.163,1.126,0.037,-2.60%,6.013,-19.715,-13.066,0.14,-0.458,-0.304
Taurean Prince,Los Angeles Lakers,2024,4349,319,0.219,0.224,1.188,1.177,0.011,-0.50%,0.748,-1.813,-1.049,0.017,-0.042,-0.024
Jarrett Allen,Cleveland Cavaliers,2024,4847,300,0.23,0.262,1.435,1.263,0.172,-3.20%,11.925,-13.928,-0.327,0.246,-0.287,-0.007
Jason Preston,Utah Jazz,2024,144,13,0.462,0.302,1.333,1.27,0.063,16.00%,0.378,2.771,3.018,0.262,1.924,2.096
Javon Freeman-Liberty,Toronto Raptors,2024,824,69,0.29,0.268,2.118,1.24,0.878,2.20%,17.555,3.233,19.448,2.13,0.392,2.36
Javonte Green,Chicago Bulls,2024,456,30,0.3,0.278,1.2,1.228,-0.028,2.20%,-0.256,0.795,0.558,-0.056,0.174,0.122
Jarred Vanderbilt,Los Angeles Lakers,2024,1205,55,0.291,0.223,0.846,1.177,-0.331,6.80%,-5.291,3.172,-0.879,-0.439,0.263,-0.073
Jaylen Brown,Boston Celtics,2024,4751,629,0.242,0.274,1.383,1.306,0.077,-3.20%,11.716,-28.015,-14.738,0.247,-0.59,-0.31
Jaylen Nowell,Memphis Grizzlies,2024,317,33,0.121,0.271,0.667,1.126,-0.459,-15.00%,-1.835,-3.295,-7.398,-0.579,-1.039,-2.334
Jaylen Nowell,Detroit Pistons,2024,112,11,0.182,0.259,2,1.192,0.808,-7.70%,1.616,-1.699,0.603,1.443,-1.517,0.539
Jaylin Williams,Oklahoma City Thunder,2024,1820,133,0.263,0.237,0.967,1.204,-0.237,2.60%,-8.291,3.418,-4.036,-0.456,0.188,-0.222
Jayson Tatum,Boston Celtics,2024,5280,754,0.275,0.267,1.326,1.306,0.02,0.80%,3.975,7.515,11.381,0.075,0.142,0.216
Jeff Dowtin Jr.,Philadelphia 76ers,2024,281,16,0.25,0.271,0.667,1.291,-0.624,-2.10%,-2.496,-0.224,-2.93,-0.888,-0.08,-1.043
Jeff Green,Houston Rockets,2024,2618,199,0.312,0.275,1.245,1.242,0.003,3.70%,0.165,9.162,9.307,0.006,0.35,0.356
Jerami Grant,Portland Trail Blazers,2024,3646,467,0.272,0.3,1.215,1.2,0.015,-2.80%,1.923,-15.668,-13.549,0.053,-0.43,-0.372
Jeremiah Robinson-Earl,New Orleans Pelicans,2024,679,50,0.28,0.269,1.571,1.296,0.275,1.10%,3.855,0.88,4.581,0.568,0.13,0.675
Jeremy Sochan,San Antonio Spurs,2024,4526,436,0.266,0.249,1,1.168,-0.168,1.70%,-19.534,7.551,-10.712,-0.432,0.167,-0.237
Jericho Sims,New York Knicks,2024,1096,17,0.412,0.324,2.4,1.213,1.187,8.80%,8.308,3.601,10.128,0.758,0.329,0.924
Jermaine Samuels Jr.,Houston Rockets,2024,131,5,0.2,0.276,2,1.242,0.758,-7.60%,0.758,-0.765,0.283,0.578,-0.584,0.216
Jerome Robinson,Golden State Warriors,2024,169,22,0.455,0.295,0.333,1.253,-0.92,16.00%,-9.2,1.168,-4.809,-5.444,0.691,-2.846
Jett Howard,Orlando Magic,2024,140,20,0.15,0.282,2,1.264,0.736,-13.20%,2.208,-5.274,-1.125,1.577,-3.767,-0.803
Jevon Carter,Chicago Bulls,2024,1981,227,0.242,0.28,1.227,1.228,-0.001,-3.80%,-0.064,-10.588,-10.662,-0.003,-0.534,-0.538
Jimmy Butler,Miami Heat,2024,4022,397,0.282,0.246,1.255,1.147,0.108,3.60%,12.134,17.894,28.483,0.302,0.445,0.708
Jock Landale,Houston Rockets,2024,1556,100,0.31,0.276,1.407,1.242,0.165,3.40%,5.121,4.849,9.4,0.329,0.312,0.604
Joe Harris,Detroit Pistons,2024,340,25,0.24,0.259,1.5,1.192,0.308,-1.90%,1.848,-0.71,1.284,0.544,-0.209,0.378
Joe Ingles,Orlando Magic,2024,2308,128,0.344,0.279,1.22,1.264,-0.044,6.50%,-1.954,10.13,8.545,-0.085,0.439,0.37
Joel Embiid,Philadelphia 76ers,2024,2686,401,0.254,0.273,1.321,1.291,0.03,-1.90%,3.144,-9.785,-6.413,0.117,-0.364,-0.239
John Collins,Utah Jazz,2024,3882,349,0.281,0.304,1.333,1.27,0.063,-2.30%,6.167,-10.923,-4.24,0.159,-0.281,-0.109
John Konchar,Memphis Grizzlies,2024,2332,120,0.225,0.271,0.917,1.126,-0.209,-4.60%,-5.64,-5.073,-11.869,-0.242,-0.218,-0.509
Johnny Davis,Washington Wizards,2024,1295,92,0.293,0.225,1.2,1.168,0.032,6.80%,0.876,7.547,8.219,0.068,0.583,0.635
Johnny Juzang,Utah Jazz,2024,722,59,0.322,0.302,1.647,1.27,0.377,2.00%,7.156,1.958,8.667,0.991,0.271,1.2
Jonas Valančiūnas,New Orleans Pelicans,2024,3841,317,0.249,0.271,1.25,1.296,-0.046,-2.20%,-3.641,-8.558,-12.514,-0.095,-0.223,-0.326
Jonathan Isaac,Orlando Magic,2024,1787,140,0.314,0.28,1.324,1.264,0.06,3.40%,2.658,6.393,8.759,0.149,0.358,0.49
Jonathan Kuminga,Golden State Warriors,2024,3983,406,0.259,0.301,1.221,1.253,-0.032,-4.20%,-3.387,-20.781,-24.716,-0.085,-0.522,-0.621
Jontay Porter,Toronto Raptors,2024,743,64,0.219,0.269,1.417,1.24,0.177,-5.00%,2.475,-4.551,-1.509,0.333,-0.613,-0.203
Jordan Clarkson,Utah Jazz,2024,3428,479,0.296,0.303,1.365,1.27,0.095,-0.70%,13.444,-4.273,9.467,0.392,-0.125,0.276
Jordan Ford,Sacramento Kings,2024,42,3,0.333,0.271,2,1.277,0.723,6.20%,0.723,0.377,0.964,1.723,0.896,2.295
Jordan Goodwin,Phoenix Suns,2024,1093,118,0.246,0.28,1.481,1.174,0.307,-3.40%,8.911,-5.902,4.232,0.815,-0.54,0.387
Jordan Goodwin,Memphis Grizzlies,2024,990,123,0.35,0.267,0.941,1.126,-0.185,8.30%,-7.928,9.528,3.467,-0.801,0.962,0.35
Jordan Hawkins,New Orleans Pelicans,2024,2329,282,0.305,0.266,1.151,1.296,-0.145,3.90%,-12.504,12.657,1.752,-0.537,0.543,0.075
Jordan McLaughlin,Minnesota Timberwolves,2024,1241,75,0.24,0.258,1.375,1.287,0.088,-1.80%,1.579,-1.852,-0.155,0.127,-0.149,-0.013
Jordan Miller,LA Clippers,2024,60,4,0.25,0.264,0,1.218,-1.218,-1.40%,-1.218,0,-1.288,-2.03,0,-2.147
Jordan Nwora,Indiana Pacers,2024,390,45,0.311,0.264,1.091,1.317,-0.226,4.70%,-3.159,2.32,-0.36,-0.81,0.595,-0.092
Jordan Nwora,Toronto Raptors,2024,1097,116,0.302,0.267,1.167,1.24,-0.073,3.50%,-2.564,4.687,2.418,-0.234,0.427,0.22
Jordan Poole,Washington Wizards,2024,4970,696,0.204,0.232,0.983,1.168,-0.185,-2.80%,-26.177,-18.817,-48.522,-0.527,-0.379,-0.976
Jordan Walsh,Boston Celtics,2024,162,9,0.333,0.268,2,1.306,0.694,6.50%,2.081,1.17,2.845,1.284,0.722,1.756
Jose Alvarado,New Orleans Pelicans,2024,2053,203,0.35,0.264,1.303,1.296,0.007,8.60%,0.493,22.622,22.994,0.024,1.102,1.12
Josh Giddey,Oklahoma City Thunder,2024,4136,445,0.308,0.228,1.205,1.204,0.001,8.00%,0.186,42.911,43.048,0.004,1.037,1.041
Josh Green,Dallas Mavericks,2024,3068,195,0.205,0.243,1.135,1.282,-0.147,-3.80%,-5.889,-8.374,-15.349,-0.192,-0.273,-0.5
Josh Hart,New York Knicks,2024,5245,384,0.375,0.318,1.105,1.213,-0.108,5.70%,-15.598,24.056,10.816,-0.297,0.459,0.206
Josh Minott,Minnesota Timberwolves,2024,200,19,0.368,0.257,1.833,1.287,0.546,11.10%,3.822,3.881,6.548,1.911,1.941,3.274
Josh Okogie,Phoenix Suns,2024,1947,120,0.225,0.28,0.913,1.174,-0.261,-5.50%,-7.052,-6.055,-14.839,-0.362,-0.311,-0.762
Josh Richardson,Miami Heat,2024,2179,193,0.197,0.253,1.094,1.147,-0.053,-5.60%,-2.015,-11.818,-14.406,-0.092,-0.542,-0.661
Joshua Primo,LA Clippers,2024,22,2,0.5,0.264,0,1.218,-1.218,23.60%,-1.218,0,-0.644,-5.537,0,-2.926
Jrue Holiday,Boston Celtics,2024,4511,358,0.251,0.27,1.205,1.306,-0.101,-1.90%,-9.112,-8.153,-17.95,-0.202,-0.181,-0.398
Juan Toscano-Anderson,Sacramento Kings,2024,104,9,0.556,0.27,2,1.277,0.723,28.60%,3.617,5.141,6.898,3.478,4.943,6.633
Jules Bernard,Washington Wizards,2024,319,35,0.371,0.225,1.3,1.168,0.132,14.60%,1.722,6.644,7.689,0.54,2.083,2.41
Julian Champagnie,San Antonio Spurs,2024,3039,238,0.265,0.25,1.255,1.168,0.087,1.50%,5.427,4.47,9.591,0.179,0.147,0.316
Julian Phillips,Chicago Bulls,2024,647,45,0.333,0.277,1,1.228,-0.228,5.60%,-3.427,2.516,-0.336,-0.53,0.389,-0.052
Julian Strawther,Denver Nuggets,2024,1110,140,0.243,0.284,0.815,1.252,-0.437,-4.10%,-14.865,-4.75,-22.164,-1.339,-0.428,-1.997
Julius Randle,New York Knicks,2024,3271,441,0.347,0.321,1.262,1.213,0.049,2.60%,7.402,14.458,21.305,0.226,0.442,0.651
Justin Champagnie,Washington Wizards,2024,495,46,0.217,0.227,1.75,1.168,0.582,-1.00%,5.825,-0.758,5.319,1.177,-0.153,1.075
Justin Holiday,Denver Nuggets,2024,1707,106,0.198,0.285,1.474,1.252,0.222,-8.70%,4.655,-13.64,-6.934,0.273,-0.799,-0.406
Justin Minaya,Portland Trail Blazers,2024,739,52,0.365,0.296,1,1.2,-0.2,6.90%,-3.796,3.631,0.56,-0.514,0.491,0.076
Jusuf Nurkić,Phoenix Suns,2024,4219,307,0.342,0.272,1.128,1.174,-0.046,7.00%,-4.862,24.09,20.216,-0.115,0.571,0.479
KJ Martin,LA Clippers,2024,64,6,0.333,0.264,0,1.218,-1.218,6.90%,-2.436,0,-1.931,-3.806,0,-3.018
KJ Martin,Philadelphia 76ers,2024,1444,78,0.385,0.269,0.962,1.291,-0.329,11.60%,-9.872,8.698,1.803,-0.684,0.602,0.125
Karl-Anthony Towns,Minnesota Timberwolves,2024,4037,472,0.229,0.262,1.474,1.287,0.187,-3.30%,20.132,-23.044,0.003,0.499,-0.571,0
Kawhi Leonard,LA Clippers,2024,4629,552,0.279,0.262,1.341,1.218,0.123,1.70%,18.891,12.75,30.474,0.408,0.275,0.658
Keegan Murray,Sacramento Kings,2024,5221,532,0.258,0.273,1.295,1.277,0.018,-1.50%,2.545,-10.46,-7.764,0.049,-0.2,-0.149
Keita Bates-Diop,Brooklyn Nets,2024,126,8,0.375,0.271,1.333,1.219,0.114,10.40%,0.343,1.111,1.358,0.272,0.882,1.078
Keita Bates-Diop,Phoenix Suns,2024,1173,86,0.198,0.28,1.143,1.174,-0.031,-8.20%,-0.533,-8.131,-8.887,-0.045,-0.693,-0.758
Keldon Johnson,San Antonio Spurs,2024,4248,471,0.274,0.248,1.061,1.168,-0.107,2.60%,-13.871,13.174,0.639,-0.327,0.31,0.015
Kelly Olynyk,Toronto Raptors,2024,1527,108,0.269,0.268,1.32,1.24,0.08,0.10%,2.323,0.058,2.377,0.152,0.004,0.156
Kelly Olynyk,Utah Jazz,2024,2091,113,0.283,0.303,1.31,1.27,0.04,-2.00%,1.278,-2.897,-1.531,0.061,-0.139,-0.073
